,journalName,journalId,doi,title,pubDay,pubMonth,pubYear,codeLink,codeText,pubDate
0,Scientific Data,41597,10.1038/s41597-021-01102-7,"Human EEG recordings for 1,854 concepts presented in rapid serial visual presentation streams",10,1,2022,https://doi.org/10.17605/OSF.IO/HD6ZK,"Code and detailed instructions to reproduce the technical validation analyses and figures presented in this manuscript are available from the Open Science Framework (), which also contains links to the data repositories.",2022-01-10
0,Scientific Data,41597,10.1038/s41597-022-01125-8,Dataset of human intracranial recordings during famous landmark identification,31,1,2022,,Example scripts are provided with the dataset. They contain code for reading and plotting the neural and behavioural data. Code examples are provided in Matlab and Python Jupyter Notebooks.,2022-01-31
0,Scientific Data,41597,10.1038/s41597-022-01154-3,Boosting the predictive performance with aqueous solubility dataset curation,3,3,2022,https://github.com/Mengjintao/SolCuration,"Python and C++ codes used to perform data curation, training workflow, and performance evaluation shown in this manuscript are publicly available on GitHub at  or one can cite our code by.",2022-03-03
0,Scientific Data,41597,10.1038/s41597-021-01069-5,A curated diverse molecular database of blood-brain barrier permeability with chemical descriptors,29,10,2021,https://github.com/theochem/B3DB; https://doi.org/10.6084/m9.figshare.15634230.v3,The codes used in this study have been deposited to  and  (version 3). All the calculation were done with  under a virtual environment created with  on Linux.,2021-10-29
0,Scientific Data,41597,10.1038/s41597-022-01155-2,A 14-year time series of marine megafauna bycatch in the Italian midwater pair trawl fishery,14,2,2022,,"The datasets were extracted via queries directly in MySQL Workbench and through the free software environment R, using: the  function from the RMySQL package, a Database Interface and ‘MySQL’ Driver for R. The maps in Fig.  were created using several R packages like  for data handling,  a package providing bindings to the “Geospatial Data Abstraction Library”,  package, a standardized way of encoding spatial vector data in R and the package  for graphical visualization. The package  was also used for the calculation of haul midpoints, starting from the coordinates of gear deploying and retrieving of each fishing operation. A few examples of these operations (MySQL and R) and of the R code for the creation of the maps are available among the shared datasets attached to this work as .",2022-02-14
0,Scientific Data,41597,10.1038/s41597-022-01184-x,"Housing unit and urbanization estimates for the continental U.S. in consistent tract boundaries, 1940–2019",11,3,2022,,"All source code used in this analysis is available on Open Science Framework (OSF). This code was run using R 4.0.5, ArcGIS Pro 2.8 (with Python 3), and ArcGIS Desktop 10.7.",2022-03-11
0,Scientific Data,41597,10.1038/s41597-022-01156-1,Dataset on electrical single-family house and heat pump load profiles in Germany,15,2,2022,https://github.com/ISFH/WPuQ,"The code implementation was done in Python3. The scripts to perform the download, restructuring, validation and visualization of the data are available at the ISFH GitHub repository ().",2022-02-15
0,Scientific Data,41597,10.1038/s41597-022-01185-w,VIB5 database with accurate ab initio quantum chemical molecular potential energy surfaces,11,3,2022,,"All the data generated at the MP2/cc-pVTZ and the CCSD(T)/cc-pVQZ levels of theory were performed with the CFOUR software package. TBE and other data were obtained using various software packages (MOLPRO, CFOUR, MRCC) as described in the Methods section.",2022-03-11
0,Scientific Data,41597,10.1038/s41597-021-01041-3,Multimodal dataset of real-time 2D and static 3D MRI of healthy French speakers,1,10,2021,https://github.com/IADI-Nancy/ArtSpeech; https://github.com/bbTomas/mPraat,"A MATLAB code which generates a video from the dynamic data is available on GitHub . This code also allows reading alignment annotation .trs and .textgrid files, and reading audio and dicom files. It uses mPraat third party toolbox which is available on bbTomas GitHub . The code was tested on Linux distribution of MATLAB2018b and MATLAB2020a. A Python toolbox for .textgrid files parsing also exists.",2021-10-01
0,Scientific Data,41597,10.1038/s41597-022-01213-9,"Daily motionless activities: A dataset with accelerometer, magnetometer, gyroscope, environment, and GPS data",25,3,2022,https://github.com/impires/DataAcquisitionADL; https://github.com/impires/FeatureExtractionMotionlessActivities; https://github.com/impires/JupyterNotebooksMotionlessActivities,"The Android project related to the mobile application used for the data acquisition from all sensors is available at . In addition, the Java project used for the automatic measurement of the parameters of related to the different sensors is available at . The code for preliminary data exploration and analysis is available as a Jupyter notebook at . The Jupyter notebook shows how the data can be loaded, and how the initial data exploration can be performed showing some charts and descriptive statistics. This will be more than sufficient to bootstrap future uses of the dataset.",2022-03-25
0,Scientific Data,41597,10.1038/s41597-021-01042-2,Task-evoked simultaneous FDG-PET and fMRI data for measurement of neural metabolism in the human visual cortex,15,10,2021,https://github.com/BioMedAnalysis/petmr-bids,Scripts used to insert required metadata into the published BIDS dataset are freely available at  under Apache License 2.0.,2021-10-15
0,Scientific Data,41597,10.1038/s41597-022-01242-4,Comparative microelectrode array data of the functional development of hPSC-derived and rat neuronal networks,30,3,2022,,"[{'sup': [{'xref': [{'@ref-type': 'bibr', '@rid': 'CR19', '#text': '19'}, {'@ref-type': 'bibr', '@rid': 'CR27', '#text': '27'}, {'@ref-type': 'bibr', '@rid': 'CR28', '#text': '28'}, {'@ref-type': 'bibr', '@rid': 'CR31', '#text': '31'}], '#text': ',,,'}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR33', '#text': '33'}}], 'ext-link': {'@xlink:href': 'https://gin.g-node.org/NeuroGroup_TUNI/Comparative_MEA_dataset/src/master/Codes', '@ext-link-type': 'uri', '#text': 'https://gin.g-node.org/NeuroGroup_TUNI/Comparative_MEA_dataset/src/master/Codes'}, '#text': 'The provided codes are modified versions of those published earlier and custom in-house scripts. Modification and further distribution fall under the restrictions described by the authors. The codes can be found in .'}, 'MATLAB 2020a (MathWorks) and RStudio version 1.3.959 were used during the preparation of the current publication.']",2022-03-30
0,Scientific Data,41597,10.1038/s41597-021-01106-3,"A longitudinal neuroimaging dataset on language processing in children ages 5, 7, and 9 years old",10,1,2022,,"Code used to create BIDS data is located in the code directory at the root level of the dataset. The ELP_convert_to_bids.py is the main code for BIDS organization from the pre-existing file storage. It calls two sub-functions: beh_process.py, which creates events files from compiled E-prime data and dicom_proc.py, which utilizes dcm2niix to convert DICOM to NIFTI files with its corresponding json file. The ELP_acc_rt.ipynb and four excel files (i.e., Gram.xlsx, Phon.xlsx, Plaus.xlsx, and Sem.xlsx), which are located in the code/func_qa/acc_rt folder, are the code and files used to produce the calculated_response, calculated_accuracy, and calculated_RT for each trial in the events files. The code used to evaluate the movement of the T2-weighted images is located in the code/func_qa/mv folder. The main_just_for_movement.m is the main code used for movement evaluation that calls other sub-functions: realignment_byrun.m and art_global_bdl.m. SPM12 and ArtRepair need to be added before running this code. The count_repaired_rt_acc.m is the code used to count the outlier volumes as marked by ArtRepair and calculates the accuracy and RTs for each condition of each run for each task. Code used to examine the quality of diffusion weighted images is located in the code/dwi_qa folder. The dwi_eddy.sh is the main code that runs FSL eddy which calls other parameters stored in the acqparam.txt, index1.txt, index2.txt, or index3.txt files. The eddy_qa_output.sh is the code that calls the FSL eddy outputs and calculate the quality metrics stored in the derivatives/dwi_mv_snr folder. The DTI_qa_composite.m is an additional code to calculate a composite quality score for the dwi. Code used to calculate the composite score for the quality of the T1-weighted images is located in the code directory and named T1w_qa_composite.m.",2022-01-10
0,Scientific Data,41597,10.1038/s41597-021-01071-x,Accessible data curation and analytics for international-scale citizen science datasets,22,11,2021,,"['All source code for ExeTera is made available through github under the Apache 2.0 license, at the time of writing. The code is split up into two separate projects.', {'bold': 'ExeTera', 'ext-link': {'@xlink:href': 'https://github.com/KCL-BMEIS/ExeTera', '@ext-link-type': 'uri', '#text': 'https://github.com/KCL-BMEIS/ExeTera'}, 'monospace': 'pip install exetera', '#text': 'ExeTera is hosted at  and is available through pypi via .'}, {'ext-link': {'@xlink:href': 'https://github.com/KCL-BMEIS/ExeTera/wiki', '@ext-link-type': 'uri', '#text': 'https://github.com/KCL-BMEIS/ExeTera/wiki'}, '#text': 'ExeTera has a wiki that can be found at .'}, {'bold': 'ExeTeraCovid', 'ext-link': {'@xlink:href': 'https://github.com/KCL-BMEIS/ExeTeraCovid', '@ext-link-type': 'uri', '#text': 'https://github.com/KCL-BMEIS/ExeTeraCovid'}, 'monospace': ['pip install exeteracovid', 'exeteracovid', 'exetera'], '#text': 'ExeTeraCovid is hosted at  and is available through pypi via . Installing  installs .'}, {'ext-link': {'@xlink:href': 'https://github.com/KCL-BMEIS/ExeTera/wiki', '@ext-link-type': 'uri', '#text': 'https://github.com/KCL-BMEIS/ExeTera/wiki'}, '#text': 'ExeTeraCovid has a wiki that can be found at .'}]",2021-11-22
0,Scientific Data,41597,10.1038/s41597-022-01158-z,Large scale dataset of real space electronic charge density of cubic inorganic materials from density functional theory (DFT) calculations,21,2,2022,http://www.carolinamatdb.org/,"Python-language-based codes for converting the JSON file to the original CHG file generated by VASP of each case are provided, which can be downloaded through Figshare and our Carolina Materials Database ().",2022-02-21
0,Scientific Data,41597,10.1038/s41597-022-01187-8,LHC physics dataset for unsupervised New Physics detection at 40 MHz,29,3,2022,,"[{'monospace': 'PYTHIA 8.240', 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR40', '#text': '40'}}, '#text': 'Data are generated using , setting the collision energy at 13 TeV. Unless otherwise specified, all parameters were fixed to their default values.'}, 'We set the beam parameters to produce proton-proton collisions at 13\u2009TeV', {'monospace': ['Beams:idA = 2212', '! first beam, p = 2212, pbar = −2212 \\\\']}, {'monospace': ['Beams:idB = 2212', '! second beam, p = 2212, pbar = −2212 \\\\']}, {'monospace': ['Beams:eCM = 13000', '.! CM energy of collision \\\\']}, {'monospace': 'PYTHIA', 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR40', '#text': '40'}}, 'italic': ['W', 'v'], '#text': 'while the rest of the card is configured specifically for each process, as indicated in the  manual. For example,  → ℓ decays are generated with the settings:'}, {'monospace': 'WeakSingleBoson:ffbar2W\u2009=\u2009on! switch on W production mode'}, {'monospace': '24::onMode\u2009=\u2009off! switch off any W decay'}, {'monospace': '24:onIfAny\u2009=\u200911 13 15! switch on W-\u2009>\u2009lv decays.'}, 'The signal-specific parameters for the four benchmark signal models are set as follows:', {'italic': ['A', 'Z', 'Z', 'Z', 'e', 'μ', 'τ'], 'sup': ['*', '*', '*'], '#text': '• For  → 4ℓ: set the Higgs mass to 50\u2009GeV, force the decay to  final states, and force  → ℓℓ decays (ℓ = ,,).'}, {'italic': ['LQ', 'bτ', 'LQ', 'b', 'τ'], '#text': '• For  → : set the  mass to 80\u2009GeV and force its decays to a  quark and a  lepton.'}, {'italic': ['h', 'ττ', 'ττ'], 'sup': '0', '#text': '• For  → : set the Higgs boson mass to 60\u2009GeV and switch off any decay mode other than .'}, {'italic': ['h', 'τv', 'τv'], 'sup': '+', '#text': '• For  → : set the charged Higgs boson mass to 60\u2009GeV and switch off any decay mode other than .'}, {'monospace': ['DELPHES 3.3.2', 'Python'], 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR41', '#text': '41'}}, '#text': 'We emulate the detector response with , using the default Phase-II CMS detector card. For simplicity, we avoid degrading the detector resolution to account for the coarser nature of L1T event reconstruction. This simplification does not affect the aim of the study, which is not focused on assessing the absolute physics performance but instead on comparing different algorithms and their resource consumption. We include the effect of parasitic proton collisions, sampling the number of collisions according to a Poisson distribution centered at 20. The Delphes outcome is processed by a custom  macro to store the aforementioned physics content on HDF5 files, which are then published.'}]",2022-03-29
